school,sex,age,address,famsize,pstatus,medu,fedu,mjob,fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,dalc,walc,health,absences,g1,g2,g3,PCA1,PCA2,Cluster,Recommendation,Suggested_Tool_or_Resource
GP,M,17,U,LE3,T,4,3,health,other,course,mother,2,2,0,no,no,no,yes,yes,yes,yes,yes,2,5,5,1,4,5,14,12,12,12,0.3147718761190679,1.0093075207224855,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,M,17,R,LE3,A,4,4,teacher,other,course,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,3,3,3,2,3,4,2,10,11,12,-0.0207269602428442,-0.2575583995976133,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,M,16,U,LE3,T,4,3,teacher,other,course,mother,1,1,0,no,no,no,yes,no,yes,yes,no,5,4,5,1,1,3,0,6,0,0,-4.204430136693248,-2.313947447636939,1,Maintain consistent effort; try time management techniques.,"Try Google Calendar, Trello for tracking assignments."
GP,M,16,U,GT3,T,4,4,services,services,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,5,3,2,1,2,5,0,13,12,12,0.6088997914422468,-0.7412428063994188,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,F,18,U,GT3,T,2,1,other,other,course,other,2,3,0,no,yes,yes,no,no,yes,yes,yes,4,4,4,1,1,3,0,7,0,0,-3.858585925306917,-1.2546516577586382,1,Maintain consistent effort; try time management techniques.,"Try Google Calendar, Trello for tracking assignments."
GP,M,16,U,GT3,T,2,1,other,other,course,mother,3,1,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,4,6,18,18,18,3.1887770597352136,0.6773768714488541,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
GP,M,17,U,GT3,T,2,3,other,other,course,father,2,1,0,no,no,no,no,yes,yes,yes,no,5,2,2,1,1,2,4,12,12,13,0.3937760731155997,0.1755499859761496,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,M,22,U,GT3,T,3,1,services,services,other,mother,1,1,3,no,no,no,no,no,no,yes,yes,5,4,5,5,5,1,16,6,8,8,-4.250224354527524,4.836964347854977,1,Maintain consistent effort; try time management techniques.,"Try Google Calendar, Trello for tracking assignments."
GP,M,18,R,LE3,T,3,3,other,services,course,mother,1,2,1,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,3,5,8,3,5,5,-3.8787710565773166,0.3560438097706609,1,Maintain consistent effort; try time management techniques.,"Try Google Calendar, Trello for tracking assignments."
GP,M,16,U,GT3,T,0,2,other,other,other,mother,1,1,0,no,no,yes,no,no,yes,yes,no,4,3,2,2,4,5,0,13,15,15,1.5073080510031378,-0.4371024698968434,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
GP,M,18,U,GT3,T,3,2,services,other,course,mother,2,1,1,no,no,no,no,yes,no,yes,no,4,4,5,2,4,5,0,6,8,8,-2.544167912274345,0.1162051385772293,1,Maintain consistent effort; try time management techniques.,"Try Google Calendar, Trello for tracking assignments."
GP,M,16,U,GT3,T,3,3,at_home,other,reputation,other,3,2,0,yes,yes,no,no,no,yes,yes,no,5,3,3,1,3,2,6,7,10,10,-0.9195773998530956,-0.737973842791354,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,M,18,U,GT3,T,2,1,services,services,other,mother,1,1,1,no,no,no,no,no,no,yes,no,3,2,5,2,5,5,4,6,9,8,-2.439618814879392,0.5400479159246449,1,Maintain consistent effort; try time management techniques.,"Try Google Calendar, Trello for tracking assignments."
GP,M,16,R,GT3,T,2,1,other,other,course,mother,2,1,0,no,no,no,yes,no,yes,no,no,3,3,2,1,3,3,0,8,9,8,-1.296873311427618,-1.3479425036239994,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,M,17,R,GT3,T,2,1,other,other,course,mother,1,1,0,no,no,no,no,no,yes,yes,no,4,4,2,2,4,5,0,8,12,12,-0.3805788139934446,-0.4467657190244204,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,M,17,U,LE3,T,1,1,health,other,course,mother,2,1,1,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,2,5,2,7,9,8,-2.117726089131405,-0.1432566048071341,1,Maintain consistent effort; try time management techniques.,"Try Google Calendar, Trello for tracking assignments."
GP,F,17,U,LE3,T,4,2,teacher,services,reputation,mother,1,4,0,no,yes,yes,yes,yes,yes,yes,no,4,2,3,1,1,4,6,14,12,13,1.325079448618344,0.3286539903534501,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
GP,M,19,U,LE3,A,4,3,services,at_home,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,1,1,1,1,12,11,11,11,-0.3660892673514924,1.7694631267987262,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,M,18,U,GT3,T,2,1,other,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,2,4,1,2,4,8,15,14,14,1.4063227281616104,1.3576148044399616,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
GP,F,17,U,LE3,T,2,2,services,services,course,father,1,4,0,no,no,yes,yes,yes,yes,yes,yes,3,4,1,1,1,2,0,10,9,0,-1.5436749382765431,-1.216660664413989,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,F,18,U,GT3,T,4,3,services,other,home,father,1,2,0,no,yes,yes,no,yes,yes,yes,yes,3,1,2,1,3,2,21,17,18,18,2.761690717345309,3.069450843435812,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
GP,M,18,U,GT3,T,4,3,teacher,other,course,mother,1,2,0,no,yes,yes,no,no,yes,yes,no,4,3,2,1,1,3,2,8,8,8,-1.5220393658147648,-0.1627601006160878,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,M,18,R,GT3,T,3,2,other,other,course,mother,1,3,0,no,no,no,yes,no,yes,no,no,5,3,2,1,1,3,1,13,12,12,0.7658097041473179,0.3598338593456071,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
GP,F,17,U,GT3,T,3,3,other,other,home,mother,1,3,0,no,no,no,yes,no,yes,no,no,3,2,3,1,1,4,4,10,9,9,-0.5811349102301863,-0.3678290049512342,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,F,18,U,GT3,T,2,2,at_home,services,home,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,3,1,1,3,0,9,10,0,-1.876934692091721,-0.6208082359012402,1,Maintain consistent effort; try time management techniques.,"Try Google Calendar, Trello for tracking assignments."
GP,M,18,R,LE3,A,3,4,other,other,reputation,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,no,4,2,5,3,4,1,13,17,17,17,2.579756384208129,2.226802815503381,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
GP,M,17,U,GT3,T,3,1,services,other,other,mother,1,2,0,no,no,yes,yes,yes,yes,yes,yes,5,4,4,3,4,5,2,9,9,10,-0.7939082127918092,-0.511196237536552,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,F,18,R,GT3,T,4,4,teacher,other,reputation,mother,2,2,0,no,no,yes,yes,yes,yes,yes,no,4,3,4,2,2,4,8,12,10,11,-0.1781294106775723,0.8476328076607591,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,M,18,U,GT3,T,4,2,health,other,reputation,father,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,5,4,5,1,3,5,10,10,9,10,-0.8554674278937242,0.8298144472266836,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,F,18,R,GT3,T,2,1,other,other,reputation,mother,2,2,0,no,yes,no,no,yes,no,yes,yes,4,3,5,1,2,3,0,6,0,0,-4.236895778648104,-1.260873204105292,1,Maintain consistent effort; try time management techniques.,"Try Google Calendar, Trello for tracking assignments."
GP,F,19,U,GT3,T,3,3,other,services,home,other,1,2,2,no,yes,yes,yes,yes,yes,yes,no,4,3,5,3,3,5,15,9,9,9,-2.355508694172433,2.785685899837912,1,Maintain consistent effort; try time management techniques.,"Try Google Calendar, Trello for tracking assignments."
GP,F,18,U,GT3,T,2,3,other,services,reputation,father,1,4,0,no,yes,yes,yes,yes,yes,yes,yes,4,5,5,1,3,2,4,15,14,14,1.873225152518801,0.8976687120430397,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
GP,F,18,U,LE3,T,1,1,other,other,home,mother,2,2,0,no,yes,yes,no,no,yes,no,no,4,4,3,1,1,3,2,11,11,11,-0.1009038677287604,0.2940130766981528,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,M,17,R,GT3,T,1,2,at_home,at_home,home,mother,1,2,0,no,yes,yes,yes,no,yes,no,yes,3,5,2,2,2,1,2,15,14,14,1.6127405844261171,0.2527987122218412,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
GP,F,17,U,GT3,T,2,4,at_home,health,reputation,mother,2,2,0,no,yes,yes,no,yes,yes,yes,yes,4,3,3,1,1,1,2,10,10,10,-0.4563491591969262,-0.4071098044677014,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,F,17,U,LE3,T,2,2,services,other,course,mother,2,2,0,yes,yes,yes,no,yes,yes,yes,yes,4,4,4,2,3,5,6,12,12,12,0.4323069628355182,0.2680396049575789,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,F,18,R,GT3,A,3,2,other,services,home,mother,2,2,0,no,no,no,no,no,no,yes,yes,4,1,1,1,1,5,75,10,9,9,-1.9465927865653343,6.804444970113987,1,Maintain consistent effort; try time management techniques.,"Try Google Calendar, Trello for tracking assignments."
GP,M,18,U,GT3,T,4,4,teacher,services,home,mother,2,1,0,no,no,yes,yes,yes,yes,yes,no,3,2,4,1,4,3,22,9,9,9,-1.5462326904100383,1.8873234818248263,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,F,18,U,GT3,T,4,4,health,health,reputation,father,1,2,1,yes,yes,no,yes,yes,yes,yes,yes,2,4,4,1,1,4,15,9,8,8,-2.037751520843093,1.6140592541908605,1,Maintain consistent effort; try time management techniques.,"Try Google Calendar, Trello for tracking assignments."
GP,M,18,U,LE3,T,4,3,teacher,services,course,mother,2,1,0,no,no,yes,yes,yes,yes,yes,no,4,2,3,1,2,1,8,10,11,10,-0.7035178152077369,0.7955711744726156,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,M,17,U,LE3,A,4,1,services,other,home,mother,2,1,0,no,no,yes,yes,yes,yes,yes,yes,4,5,4,2,4,5,30,8,8,8,-2.0192130685946545,1.9274685164238787,1,Maintain consistent effort; try time management techniques.,"Try Google Calendar, Trello for tracking assignments."
GP,M,17,U,LE3,A,3,2,teacher,services,home,mother,1,1,1,no,no,no,no,yes,yes,yes,no,4,4,4,3,4,3,19,11,9,10,-1.3982129388361413,1.7317907560139725,1,Maintain consistent effort; try time management techniques.,"Try Google Calendar, Trello for tracking assignments."
GP,F,18,R,LE3,T,1,1,at_home,other,reputation,mother,2,4,0,no,yes,yes,yes,yes,yes,no,no,5,2,2,1,1,3,1,12,12,12,0.7956347318050961,0.2643001784844842,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
GP,F,18,U,GT3,T,1,1,other,other,home,mother,2,2,0,yes,no,no,yes,yes,yes,yes,no,5,4,4,1,1,4,4,8,9,10,-1.1158009385397951,0.1721082831952269,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,F,17,U,GT3,T,2,2,other,other,course,mother,1,2,0,no,yes,no,no,no,yes,yes,no,5,4,5,1,2,5,4,10,9,11,-0.5128967925287657,-0.2268303522888738,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,M,17,U,GT3,T,1,1,other,other,reputation,father,1,2,0,no,no,yes,no,no,yes,yes,no,4,3,3,1,2,4,2,12,10,11,0.0282884455869344,-0.2571832845573615,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,F,18,U,GT3,T,2,2,at_home,at_home,other,mother,1,3,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,2,2,5,18,18,19,3.5112235232198485,1.641307850955216,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
GP,F,17,U,GT3,T,1,1,services,teacher,reputation,mother,1,3,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,1,3,6,13,12,12,0.8106168161767054,0.274261151304233,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
GP,M,18,U,GT3,T,2,1,services,services,reputation,mother,1,3,0,no,no,yes,yes,yes,yes,yes,no,4,2,4,1,3,2,6,15,14,14,1.6397739403402058,1.1276417582415006,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
GP,M,18,U,LE3,A,4,4,teacher,teacher,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,5,4,3,1,1,2,9,15,13,15,1.3644669806693273,1.445235767148176,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
GP,M,18,U,GT3,T,4,2,teacher,other,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,2,1,4,5,11,12,11,11,-0.0588884274430625,1.1788170955375608,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,F,17,U,GT3,T,4,3,health,services,reputation,mother,1,3,0,no,yes,yes,no,yes,yes,yes,no,4,2,2,1,2,3,0,15,15,15,2.1456612164583437,0.1242057781909053,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
GP,F,18,U,LE3,T,2,1,services,at_home,reputation,mother,1,2,1,no,no,no,no,yes,yes,yes,yes,5,4,3,1,1,5,12,12,12,13,-0.1369181662843381,1.9424083679633488,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,F,17,R,LE3,T,3,1,services,other,reputation,mother,2,4,0,no,yes,yes,no,yes,yes,no,no,3,1,2,1,1,3,6,18,18,18,3.682712840006493,1.092273825071591,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
GP,M,18,R,LE3,T,3,2,services,other,reputation,mother,2,3,0,no,yes,yes,yes,yes,yes,yes,no,5,4,2,1,1,4,8,14,13,14,1.2728311150662102,1.2088723041138767,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
GP,M,17,U,GT3,T,3,3,health,other,home,mother,1,1,0,no,yes,yes,no,yes,yes,yes,no,4,4,3,1,3,5,4,14,12,11,0.4699553405981053,0.1809626277788005,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,F,19,U,GT3,T,4,4,health,other,reputation,other,2,2,0,no,yes,yes,yes,yes,yes,yes,no,2,3,4,2,3,2,0,10,9,0,-2.1883429017298464,-0.029618219110639,1,Maintain consistent effort; try time management techniques.,"Try Google Calendar, Trello for tracking assignments."
GP,F,18,U,LE3,T,4,3,other,other,home,other,2,2,0,no,yes,yes,no,yes,yes,yes,yes,4,4,5,1,2,2,10,10,8,8,-1.2910896268478065,0.6802630423565955,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,F,18,U,GT3,T,4,3,other,other,reputation,father,1,4,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,1,3,0,14,13,14,1.594433642282143,0.4229483210917359,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
GP,M,18,U,LE3,T,4,4,teacher,teacher,home,mother,1,1,0,no,yes,yes,no,yes,yes,yes,yes,1,4,2,2,2,1,5,16,15,16,1.8561955569765831,1.3247244217593326,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
GP,F,18,U,LE3,A,4,4,health,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,2,4,1,1,4,14,12,10,11,-0.2662807257149101,1.4035837444844388,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,M,17,U,LE3,T,4,4,other,teacher,home,father,2,1,0,no,no,yes,no,yes,yes,yes,no,4,1,1,2,2,5,0,11,11,10,-0.2934737744224132,-0.4436842830828431,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,F,17,U,GT3,T,4,2,other,other,reputation,mother,2,3,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,1,3,0,15,12,14,1.5195585150983553,-0.0835919729065439,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
GP,F,17,U,GT3,T,3,2,health,health,reputation,father,1,4,0,no,yes,yes,yes,no,yes,yes,no,5,2,2,1,2,5,0,17,17,18,3.4333051014489477,0.4322364551790609,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
GP,M,19,U,GT3,T,3,3,other,other,home,other,1,2,1,no,yes,no,yes,yes,yes,yes,yes,4,4,4,1,1,3,20,15,14,13,0.4766407258035132,3.4915919188642857,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
GP,F,18,U,GT3,T,2,4,services,at_home,reputation,other,1,2,1,no,yes,yes,yes,yes,yes,yes,no,4,4,3,1,1,3,8,14,12,12,0.1341814236568443,1.6253583445861095,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
GP,M,20,U,GT3,A,3,2,services,other,course,other,1,1,0,no,no,no,yes,yes,yes,no,no,5,5,3,1,1,5,0,17,18,18,2.6296197970221704,2.266008942599048,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
GP,M,19,U,GT3,T,4,4,teacher,services,reputation,other,2,1,1,no,yes,yes,no,yes,yes,yes,yes,4,3,4,1,1,4,38,8,9,8,-2.7089246489680656,4.341056940527715,1,Maintain consistent effort; try time management techniques.,"Try Google Calendar, Trello for tracking assignments."
GP,M,19,R,GT3,T,3,3,other,services,reputation,father,1,2,1,no,no,no,yes,yes,yes,no,yes,4,5,3,1,2,5,0,15,12,12,0.3076923819878301,1.483833197819532,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
GP,F,19,U,LE3,T,1,1,at_home,other,reputation,other,1,2,1,yes,yes,no,yes,no,yes,yes,no,4,4,3,1,3,3,18,12,10,10,-1.0784276413565572,2.796292943143856,1,Maintain consistent effort; try time management techniques.,"Try Google Calendar, Trello for tracking assignments."
GP,F,19,U,LE3,T,1,2,services,services,home,other,1,2,1,no,no,no,yes,no,yes,no,yes,4,2,4,2,2,3,0,9,9,0,-2.861545366527352,0.440885545370559,1,Maintain consistent effort; try time management techniques.,"Try Google Calendar, Trello for tracking assignments."
GP,F,19,U,GT3,T,2,1,at_home,other,other,other,3,2,0,no,yes,no,no,yes,no,yes,yes,3,4,1,1,1,2,20,14,12,13,0.4747250834112525,2.8129152882453865,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
GP,M,19,U,GT3,T,1,2,other,services,course,other,1,2,1,no,no,no,no,no,yes,yes,no,4,5,2,2,2,4,3,13,11,11,-0.3843375210678781,1.5586733268560695,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,F,19,U,LE3,T,3,2,services,other,reputation,other,2,2,1,no,yes,yes,no,no,yes,yes,yes,4,2,2,1,2,1,22,13,10,11,-0.8267999927726263,3.265975807332761,1,Maintain consistent effort; try time management techniques.,"Try Google Calendar, Trello for tracking assignments."
GP,F,19,U,GT3,T,1,1,at_home,health,home,other,1,3,2,no,no,no,no,no,yes,yes,yes,4,1,2,1,1,3,14,15,13,13,0.1065827886313538,3.359157473403496,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
GP,F,19,R,GT3,T,2,3,other,other,reputation,other,1,3,1,no,no,no,no,yes,yes,yes,yes,4,1,2,1,1,3,40,13,11,11,-0.723869856631978,4.942381370011527,1,Maintain consistent effort; try time management techniques.,"Try Google Calendar, Trello for tracking assignments."
GP,F,18,U,GT3,T,2,1,services,other,course,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,no,5,3,3,1,2,1,0,8,8,0,-2.581877826939265,-0.7334474211778185,1,Maintain consistent effort; try time management techniques.,"Try Google Calendar, Trello for tracking assignments."
GP,F,18,U,GT3,T,4,3,other,other,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,yes,4,3,4,1,1,5,9,9,10,9,-0.7837866527436625,0.6466598036573467,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,F,17,R,GT3,T,3,4,at_home,services,course,father,1,3,0,no,yes,yes,yes,no,yes,yes,no,4,3,4,2,5,5,0,11,11,10,0.1146611065765522,-0.5329964175973119,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,F,18,U,GT3,T,4,4,teacher,other,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,4,4,3,3,5,2,11,11,11,-0.1009038677287604,0.2940130766981528,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,F,17,U,GT3,A,4,3,services,services,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,5,2,2,1,2,5,23,13,13,13,0.656256736258396,1.9954916517294183,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,F,17,U,GT3,T,2,2,other,other,course,mother,1,2,0,no,yes,no,no,yes,yes,no,yes,4,2,2,1,1,3,12,11,9,9,-0.7284950246044148,0.4689725916747951,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,F,17,R,LE3,T,2,2,services,services,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,3,3,2,2,2,3,3,11,11,11,0.206738228158335,-0.2068496564829089,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,F,17,U,GT3,T,3,1,services,services,course,father,1,3,0,no,yes,no,no,no,yes,yes,no,3,4,3,2,3,5,1,12,14,15,1.4449254513404943,0.0110226073848911,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
GP,F,17,U,LE3,T,0,2,at_home,at_home,home,father,2,3,0,no,no,no,no,yes,yes,yes,no,3,3,3,2,3,2,0,16,15,15,2.319903629300048,0.1750833917947937,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
GP,M,18,U,GT3,T,4,4,other,other,course,mother,1,3,0,no,no,no,yes,yes,yes,yes,no,4,3,3,2,2,3,3,9,12,11,-0.0966964979990642,0.2934690911687169,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,M,17,U,GT3,T,3,3,other,services,reputation,mother,1,1,0,no,no,no,yes,no,yes,yes,no,4,3,5,3,5,5,3,14,15,16,1.6553610441994555,0.4887870602158884,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
GP,M,17,R,GT3,T,2,2,services,other,course,mother,4,1,0,no,yes,no,no,yes,yes,yes,no,4,4,5,5,5,4,8,11,10,10,-0.5743255018920421,0.2443748132171013,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,F,17,U,GT3,T,4,4,teacher,services,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,no,5,4,4,1,3,4,7,10,9,9,-0.6252105677488552,-0.0898535365393942,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,F,17,U,GT3,T,4,4,teacher,teacher,course,mother,2,3,0,no,yes,yes,no,no,yes,yes,yes,4,3,3,1,2,4,4,14,14,14,1.6131818404047829,0.342582010301945,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
GP,M,18,U,LE3,T,2,2,other,other,course,mother,1,4,0,no,yes,no,yes,yes,yes,yes,no,4,5,5,2,4,5,2,9,8,8,-0.9396620719740948,-0.2011946215266681,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,F,17,R,GT3,T,2,4,at_home,other,course,father,1,3,0,no,yes,no,no,yes,yes,yes,yes,4,4,3,1,1,5,7,12,14,14,1.2206213572027051,0.518802251506008,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
GP,F,18,U,GT3,T,3,3,services,services,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,3,4,1,1,4,0,7,0,0,-4.0626533658064,-1.2099955905014037,1,Maintain consistent effort; try time management techniques.,"Try Google Calendar, Trello for tracking assignments."
GP,F,18,U,LE3,T,2,2,other,other,home,other,1,2,0,no,no,no,yes,no,yes,yes,yes,4,3,3,1,1,2,0,8,8,0,-2.581877826939265,-0.7334474211778185,1,Maintain consistent effort; try time management techniques.,"Try Google Calendar, Trello for tracking assignments."
GP,F,18,R,GT3,T,2,2,at_home,other,course,mother,2,4,0,no,no,no,yes,yes,yes,no,no,4,4,4,1,1,4,0,10,9,0,-1.6619414795037122,-0.6677955090195482,1,Maintain consistent effort; try time management techniques.,"Try Google Calendar, Trello for tracking assignments."
GP,F,17,U,GT3,T,3,4,services,other,course,mother,1,3,0,no,no,no,no,yes,yes,yes,no,4,4,5,1,3,5,16,16,15,15,2.084833455867147,1.6576192233246068,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
GP,F,19,R,GT3,A,3,1,services,at_home,home,other,1,3,1,no,no,yes,no,yes,yes,no,no,5,4,3,1,2,5,12,14,13,13,0.460684199424563,2.601581502773294,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
GP,F,17,U,GT3,T,3,2,other,other,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,4,3,2,2,3,2,0,7,8,0,-2.637853698553801,-1.3331901901761478,1,Maintain consistent effort; try time management techniques.,"Try Google Calendar, Trello for tracking assignments."
GP,F,18,U,LE3,T,3,3,services,services,home,mother,1,4,0,no,yes,no,no,yes,yes,yes,no,5,3,3,1,1,1,7,16,15,17,2.5751668858963703,1.4242444916314192,0,Focus on improving study habits and reduce social distractions.,"Use Pomodoro timer apps, basic revision planners."
GP,F,17,R,GT3,A,3,2,other,other,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,2,3,2,4,9,10,10,-0.6599753437177432,-0.2726704391303632,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
GP,F,19,U,GT3,T,2,1,services,services,home,other,1,3,1,no,no,yes,yes,yes,yes,yes,yes,4,3,4,1,3,3,4,11,12,11,-0.3801301513381819,1.558129341326634,2,Great academic potential; explore leadership or mentor roles.,Explore Coursera or advanced subject-specific projects.
